ID	symbol	lfc.4h	p.4h
ENSMUSG00000000001	Gnai3	-0.331559237499023	0.333854517526154
ENSMUSG00000000003	Pbsn	0	1
ENSMUSG00000000028	Cdc45	0.43147025437792	0.389949111766452
ENSMUSG00000000031	H19	0	1
ENSMUSG00000000037	Scml2	0	1
ENSMUSG00000000049	Apoh	0	1
ENSMUSG00000000056	Narf	0.591047260811024	0.201150554089937
ENSMUSG00000000058	Cav2	-0.191068674980698	0.597190510384473
ENSMUSG00000000078	Klf6	-0.588751221915933	0.272835543790868
ENSMUSG00000000085	Scmh1	0.128052976933292	0.799295496488388
ENSMUSG00000000088	Cox5a	-0.0924408675912601	0.799087074684795
ENSMUSG00000000093	Tbx2	0	1
ENSMUSG00000000094	Tbx4	0	1
ENSMUSG00000000103	Zfy2	0	1
ENSMUSG00000000120	Ngfr	0	1
ENSMUSG00000000125	Wnt3	0	1
ENSMUSG00000000126	Wnt9a	0	1
ENSMUSG00000000127	Fer	-0.295638309402022	0.448972208124152
ENSMUSG00000000131	Xpo6	0.00942815039361671	0.987241085397001
ENSMUSG00000000134	Tfe3	0.189720660086965	0.644738544317653
ENSMUSG00000000142	Axin2	0	1
ENSMUSG00000000148	Brat1	0.389955957492644	0.343089758533072
ENSMUSG00000000149	Gna12	0.368958876298282	0.348976597336482
ENSMUSG00000000154	Slc22a18	-0.0983050126738915	0.893115530191347
ENSMUSG00000000157	Itgb2l	0.878442229557998	0.214425440420826
ENSMUSG00000000159	Igsf5	0	1
ENSMUSG00000000167	Pih1d2	0.272162098964869	0.725209386059701
ENSMUSG00000000168	Dlat	0.131396941675647	0.648929027383194
ENSMUSG00000000171	Sdhd	-0.456035549745331	0.202891870233557
ENSMUSG00000000182	Fgf23	0	1
ENSMUSG00000000183	Fgf6	0	1
ENSMUSG00000000184	Ccnd2	-1.20435532166964	0.122148908199231
ENSMUSG00000000194	Gpr107	0.222204884973122	0.459327498308064
ENSMUSG00000000197	Nalcn	0	1
ENSMUSG00000000202	Btbd17	0	1
ENSMUSG00000000204	Slfn4	-0.78398409949523	0.448660354506179
ENSMUSG00000000214	Th	0	1
ENSMUSG00000000215	Ins2	0	1
ENSMUSG00000000216	Scnn1g	0	1
